exp_code,global_round,lambda_max,opt_drift
A,694,174.1675013224284,16.370138982841155
A,695,141.57400767008463,16.376464482495937
A,696,157.64186045328776,16.382405585553535
A,697,158.6050593058268,16.388594576582534
A,698,177.10372111002604,16.3943224290371
A,699,150.32050272623698,16.399753552161677
A,700,184.82593638102216,16.404921836591438
A,701,147.70560913085936,16.409836302395327
A,702,178.0586390177409,16.41451084042247
A,703,163.6970148722331,16.41893772838492
A,704,182.27439676920574,16.42316914007517
A,705,149.91696116129557,16.427238349109594
A,706,190.3379358927409,16.43114506489751
A,707,163.6861078898112,16.434901379889155
A,708,185.73458251953124,16.438657609631633
A,709,180.3989212036133,16.44232936296319
A,710,195.31818542480468,16.445915912334055
A,711,161.36972300211588,16.44943161489694
A,712,208.00829722086587,16.452861643372803
A,713,164.2246546427409,16.45617095110344
A,714,198.51070404052734,16.459391958036353
A,715,181.80913696289062,16.462529431037566
A,716,191.2068593343099,16.465581296727922
A,717,167.9592768351237,16.46852708416831
A,718,210.39887084960935,16.471377065610085
A,719,175.74126180013022,16.474153601118424
A,720,192.83999786376953,16.47686458828125
A,721,176.90309041341143,16.47951413058295
A,722,202.6265431722005,16.482102835148808
A,723,172.64527384440103,16.484615625168676
A,724,212.32882639567057,16.48707527032743
A,725,170.09566955566405,16.489468800973956
A,726,199.6120396931966,16.491812087497586
A,727,188.15100809733073,16.494107158135407
A,728,200.46955769856768,16.496348503678476
A,729,176.64989674886067,16.498544338811108
A,730,212.52062683105467,16.5006894861403
A,731,176.50845133463542,16.50279391756672
A,732,201.10419921875004,16.50485813336305
A,733,186.82671457926435,16.506887134604145
A,734,212.52755737304688,16.508868384906478
A,735,179.68465983072917,16.510810524658996
A,736,212.55399068196616,16.512716615936732
A,737,178.81541442871094,16.514586649453367
A,738,210.22766621907553,16.516427528501985
A,739,198.5021998087565,16.518244713656365
A,740,207.27833353678386,16.52002844152051
A,741,176.9753601074219,16.52177778139996
A,742,227.0958079020182,16.523482943292432
A,743,186.38627726236982,16.525157302035282
A,744,211.5445556640625,16.526811369776297
A,745,193.85693206787107,16.528442722439326
A,746,212.93946431477866,16.53006006293329
A,747,187.4195536295573,16.531648319438617
A,748,227.88742472330728,16.533204698703543
A,749,187.225341796875,16.534746852685206
A,750,215.29947102864583,16.53627342025603
A,751,199.11753692626954,16.53776934672625
A,752,217.66558278401692,16.539252273311334
A,753,184.92792663574218,16.54071183316897
A,754,237.20158894856772,16.54215614608697
A,755,189.33695678710936,16.54357740955487
A,756,214.07334594726558,16.544989276190567
A,757,202.01758117675783,16.546380314052787
A,758,219.90626322428386,16.547752432724526
A,759,194.10074768066406,16.549111721261806
A,760,239.07530771891277,16.5511680041235
A,761,152.65013783772784,16.557787920952197
A,762,170.35207773844402,16.56546352733348
A,763,156.4077102661133,16.574799508799906
A,764,173.45291188557943,16.587090150419254
A,765,129.58553721110025,16.601295610454038
A,766,176.5592839558919,16.615903020875475
A,767,115.79448903401692,16.628299704939533
A,768,148.3775151570638,16.636114603024406
A,769,149.47904968261716,16.642933881292663
A,770,157.5154963175456,16.649232207451615
A,771,133.49583180745444,16.65501914381878
A,772,184.06040700276694,16.660318873223815
A,773,129.1101323445638,16.665292801015926
A,774,161.0355972290039,16.671330110756756
A,775,154.9292205810547,16.677086559709053
A,776,147.6059753417969,16.683509477410993
A,777,144.64581502278645,16.689478190839296
A,778,170.35883534749348,16.694743350660747
A,779,135.60721435546876,16.699380628444356
A,780,162.3438934326172,16.703707689966027
A,781,153.88125,16.707789337984234
A,782,152.44111328124998,16.711647944787675
A,783,156.07379150390625,16.715286191430334
A,784,172.88216501871747,16.718736337621433
A,785,144.32368570963544,16.7220150370236
A,786,166.63354187011717,16.72513466294044
A,787,161.83524373372396,16.728120943316032
A,788,162.88717244466145,16.730970072606507
A,789,162.89048767089844,16.733684158998418
A,790,175.75975697835284,16.73629462035728
A,791,149.3302719116211,16.738815144277886
A,792,182.89695587158204,16.741244380487064
A,793,162.17304890950518,16.743580769335825
A,794,175.94789428710934,16.745844763796665
A,795,165.11648966471353,16.748026948351647
A,796,184.74859110514322,16.750133760599542
A,797,157.75603739420572,16.752170275087146
A,798,189.78884684244792,16.75414247052166
A,799,166.67290649414062,16.756064152674217
A,800,186.57987060546876,16.757928768151512
B,201,184.7759741783142,0.1237705364056333
B,202,10.94568281173706,6.9542304456821045
B,203,23.91537437438965,7.206741718159757
B,204,29.958349990844727,7.400511929163942
B,205,33.21983528137207,7.625155714078828
B,206,36.50218887329102,7.87940173536762
B,207,40.31070785522461,8.159447572329505
B,208,41.868106842041016,8.4648320091696
B,209,38.0614730834961,8.780170547519772
B,210,37.90998916625976,9.12480077307629
B,211,38.33478546142578,9.456028695087031
B,212,36.95211410522461,9.747182035747024
B,213,44.20532302856445,9.99447002169985
B,214,36.68295440673828,10.243405852499492
B,215,41.00954360961914,10.449666762507238
B,216,40.63918533325195,10.643960141776171
B,217,46.624333190917966,10.800840209330936
B,218,54.839300537109374,10.959439268207912
B,219,62.55273284912109,11.07342254124424
B,220,56.29858551025391,11.197534447475084
B,221,73.19067611694337,11.31622328460546
B,222,73.23961639404297,11.39066448387974
B,223,73.8163459777832,11.45994720100584
B,224,80.09819564819335,11.51268797788549
B,225,73.17333984375,11.565666417594269
B,226,74.19461517333984,11.616423540707313
B,227,86.08707275390626,11.67381866260673
B,228,92.41143341064452,11.718873983045206
B,229,79.04412231445312,11.749567856951964
B,230,98.3560546875,11.777869244455784
B,231,105.94626922607422,11.805368913136595
B,232,97.9354476928711,11.828773733021205
B,233,115.99891967773438,11.849922729028496
B,234,102.3539047241211,11.870052479952433
B,235,101.27580871582032,11.889761332890425
B,236,121.63173980712892,11.90824786204875
B,237,130.20816345214843,11.929615398381454
B,238,123.58592071533204,11.947095919344353
B,239,119.86925811767578,11.965317600150474
B,240,129.57216796875,11.98326227121473
B,241,113.47518768310547,12.00176186048355
B,242,134.15430450439453,12.02157866613749
B,243,147.5696990966797,12.037502825686904
B,244,117.11290283203124,12.052470659453396
B,245,133.4785888671875,12.06925967680309
B,246,136.39049377441407,12.08206109445008
B,247,141.72245178222656,12.094515568629598
B,248,155.1173538208008,12.107365202551884
B,249,141.55154266357422,12.119118584421482
B,250,131.6048355102539,12.131640111722566
B,251,151.62298889160155,12.141985944156968
B,252,152.64554138183593,12.15124244613651
B,253,152.57459106445313,12.161117044277962
B,254,151.69561309814452,12.173932814212971
B,255,156.9033447265625,12.182046889294648
B,256,152.61838073730468,12.188841484896413
B,257,180.90481262207032,12.195188442591398
B,258,170.57581939697266,12.201141396159745
B,259,158.21358337402344,12.207061826591344
B,260,183.07032775878903,12.212676826672558
B,261,169.83352355957032,12.218227120252044
B,262,185.79517517089843,12.22353339469107
B,263,196.636865234375,12.228777948425517
B,264,175.83464965820312,12.23380790918012
B,265,176.7576690673828,12.238795290512169
B,266,202.6995635986328,12.243594466098283
B,267,194.70791320800785,12.248369065774956
B,268,196.54959411621093,12.252970631960386
B,269,198.9532745361328,12.257543773027368
B,270,189.61084594726563,12.26197313930146
B,271,193.74832458496093,12.266366267735892
B,272,226.54321899414063,12.27064446564073
B,273,200.06717834472656,12.27487921366437
B,274,199.08562622070312,12.279013672025236
B,275,212.8677185058594,12.283101143446226
B,276,206.15850524902345,12.287092882077692
B,277,213.4886047363281,12.291044551318864
B,278,236.8383911132813,12.294910248500184
B,279,197.56874084472656,12.298739098415531
B,280,212.42012939453124,12.302493026868436
B,281,227.84112548828125,12.30620487696714
B,282,224.1781494140625,12.309853657567572
B,283,221.69256591796875,12.313452468831557
B,284,232.74458923339844,12.316995817737732
B,285,206.53717956542968,12.320493737758175
B,286,226.85208435058595,12.323944865144206
B,287,245.29437255859372,12.327348285763422
B,288,233.74164123535155,12.330706277941522
B,289,213.8839111328125,12.334018836045017
B,290,247.2871551513672,12.337288233544507
B,291,218.82754211425785,12.340517933135462
B,292,243.84369201660155,12.34370622732755
B,293,258.8256103515625,12.346850848186383
