exp_dir,exp_code,global_round,old_task_idx,acc_mean,acc_std,num_seeds
A_Full_FedALA,A,598,0,0.0,,1
A_Full_FedALA,A,599,0,0.0,,1
A_Full_FedALA,A,600,0,0.0,,1
A_Full_FedALA,A,601,0,0.1752241238793806,,1
A_Full_FedALA,A,602,0,0.004182520252278095,,1
A_Full_FedALA,A,603,0,0.0003316749585406302,,1
A_Full_FedALA,A,604,0,0.0,,1
A_Full_FedALA,A,605,0,0.0002727768685215493,,1
A_Full_FedALA,A,606,0,0.0002727768685215493,,1
A_Full_FedALA,A,607,0,0.0002727768685215493,,1
A_Full_FedALA,A,608,0,0.0,,1
A_Full_FedALA,A,609,0,0.0,,1
A_Full_FedALA,A,610,0,0.0002727768685215479,,1
A_Full_FedALA,A,611,0,0.0,,1
A_Full_FedALA,A,612,0,0.0,,1
A_Full_FedALA,A,613,0,0.0,,1
A_Full_FedALA,A,614,0,0.0002727768685215479,,1
A_Full_FedALA,A,615,0,0.0005455537370430958,,1
A_Full_FedALA,A,616,0,0.0,,1
A_Full_FedALA,A,617,0,0.0,,1
A_Full_FedALA,A,618,0,0.0002727768685215479,,1
A_Full_FedALA,A,619,0,0.0002727768685215479,,1
A_Full_FedALA,A,620,0,0.0,,1
A_Full_FedALA,A,621,0,0.0002727768685215479,,1
A_Full_FedALA,A,622,0,0.0005455537370430958,,1
A_Full_FedALA,A,623,0,0.0002727768685215479,,1
A_Full_FedALA,A,624,0,0.0005455537370430958,,1
A_Full_FedALA,A,625,0,0.0005455537370430958,,1
A_Full_FedALA,A,626,0,0.0005455537370430958,,1
A_Full_FedALA,A,627,0,0.0005455537370430958,,1
A_Full_FedALA,A,628,0,0.0005455537370430958,,1
A_Full_FedALA,A,629,0,0.0002727768685215479,,1
A_Full_FedALA,A,630,0,0.0005455537370430958,,1
A_Full_FedALA,A,631,0,0.0005455537370430958,,1
A_Full_FedALA,A,632,0,0.0002727768685215479,,1
A_Full_FedALA,A,633,0,0.0002727768685215479,,1
A_Full_FedALA,A,634,0,0.0002727768685215479,,1
A_Full_FedALA,A,635,0,0.0002727768685215479,,1
A_Full_FedALA,A,636,0,0.0002727768685215479,,1
A_Full_FedALA,A,637,0,0.0002727768685215479,,1
A_Full_FedALA,A,638,0,0.0002727768685215479,,1
A_Full_FedALA,A,639,0,0.0002727768685215479,,1
A_Full_FedALA,A,640,0,0.0,,1
A_Full_FedALA,A,641,0,0.0,,1
A_Full_FedALA,A,642,0,0.0,,1
A_Full_FedALA,A,643,0,0.0,,1
A_Full_FedALA,A,644,0,0.0,,1
A_Full_FedALA,A,645,0,0.0,,1
A_Full_FedALA,A,646,0,0.0,,1
A_Full_FedALA,A,647,0,0.0,,1
A_Full_FedALA,A,648,0,0.0,,1
A_Full_FedALA,A,649,0,0.0,,1
A_Full_FedALA,A,650,0,0.0,,1
A_Full_FedALA,A,651,0,0.0,,1
A_Full_FedALA,A,652,0,0.0,,1
A_Full_FedALA,A,653,0,0.0,,1
A_Full_FedALA,A,654,0,0.0,,1
A_Full_FedALA,A,655,0,0.0,,1
A_Full_FedALA,A,656,0,0.0,,1
A_Full_FedALA,A,657,0,0.0,,1
A_Full_FedALA,A,658,0,0.0,,1
A_Full_FedALA,A,659,0,0.0,,1
A_Full_FedALA,A,660,0,0.0,,1
A_Full_FedALA,A,661,0,0.0,,1
A_Full_FedALA,A,662,0,0.0,,1
A_Full_FedALA,A,663,0,0.0,,1
A_Full_FedALA,A,664,0,0.0,,1
A_Full_FedALA,A,665,0,0.0,,1
A_Full_FedALA,A,666,0,0.0,,1
A_Full_FedALA,A,667,0,0.0,,1
A_Full_FedALA,A,668,0,0.0,,1
A_Full_FedALA,A,669,0,0.0,,1
A_Full_FedALA,A,670,0,0.0,,1
A_Full_FedALA,A,671,0,0.0,,1
A_Full_FedALA,A,672,0,0.0,,1
A_Full_FedALA,A,673,0,0.0,,1
A_Full_FedALA,A,674,0,0.0,,1
A_Full_FedALA,A,675,0,0.0,,1
A_Full_FedALA,A,676,0,0.0,,1
A_Full_FedALA,A,677,0,0.0,,1
A_Full_FedALA,A,678,0,0.0,,1
A_Full_FedALA,A,679,0,0.0,,1
A_Full_FedALA,A,680,0,0.0,,1
A_Full_FedALA,A,681,0,0.0,,1
A_Full_FedALA,A,682,0,0.0,,1
A_Full_FedALA,A,683,0,0.0,,1
A_Full_FedALA,A,684,0,0.0,,1
A_Full_FedALA,A,685,0,0.0,,1
A_Full_FedALA,A,686,0,0.0,,1
A_Full_FedALA,A,687,0,0.0,,1
A_Full_FedALA,A,688,0,0.0,,1
A_Full_FedALA,A,689,0,0.0,,1
A_Full_FedALA,A,690,0,0.0,,1
A_Full_FedALA,A,691,0,0.0,,1
A_Full_FedALA,A,692,0,0.0,,1
A_Full_FedALA,A,693,0,0.0,,1
A_Full_FedALA,A,694,0,0.0,,1
A_Full_FedALA,A,695,0,0.0,,1
A_Full_FedALA,A,696,0,0.0,,1
A_Full_FedALA,A,697,0,0.0,,1
A_Full_FedALA,A,698,0,0.0,,1
A_Full_FedALA,A,699,0,0.0,,1
A_Full_FedALA,A,700,0,0.0,,1
A_Full_FedALA,A,701,0,0.0,,1
A_Full_FedALA,A,702,0,0.0,,1
A_Full_FedALA,A,703,0,0.0,,1
A_Full_FedALA,A,704,0,0.0,,1
A_Full_FedALA,A,705,0,0.0,,1
A_Full_FedALA,A,706,0,0.0,,1
A_Full_FedALA,A,707,0,0.0,,1
A_Full_FedALA,A,708,0,0.0,,1
A_Full_FedALA,A,709,0,0.0,,1
A_Full_FedALA,A,710,0,0.0,,1
A_Full_FedALA,A,711,0,0.0,,1
A_Full_FedALA,A,712,0,0.0,,1
A_Full_FedALA,A,713,0,0.0,,1
A_Full_FedALA,A,714,0,0.0,,1
A_Full_FedALA,A,715,0,0.0,,1
A_Full_FedALA,A,716,0,0.0,,1
A_Full_FedALA,A,717,0,0.0,,1
A_Full_FedALA,A,718,0,0.0,,1
A_Full_FedALA,A,719,0,0.0,,1
A_Full_FedALA,A,720,0,0.0,,1
