global_round,task_idx,round_in_task,dataset,client_id,old_task_idx,old_dataset,exp_id,run_seed,global_acc_old_task,personalized_acc_old_task,delta_pers,test_samples
212,2,12,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.208,0.848,0.64,125
212,2,12,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.64,0
213,2,13,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6732522796352584,0.8358662613981763,0.16261398176291797,658
213,2,13,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.16261398176291797,0
213,2,13,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.81875,0.8916666666666667,0.07291666666666674,480
213,2,13,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07291666666666674,0
213,2,13,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.192,0.808,0.6160000000000001,125
213,2,13,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.6160000000000001,0
213,2,13,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.14460784313725492,0.9681372549019608,0.8235294117647058,408
213,2,13,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8235294117647058,0
213,2,13,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9339622641509434,0.9921383647798742,0.05817610062893075,636
213,2,13,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.05817610062893075,0
214,2,14,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6854103343465046,0.8343465045592705,0.14893617021276595,658
214,2,14,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.14893617021276595,0
214,2,14,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9355345911949685,0.9921383647798742,0.05660377358490565,636
214,2,14,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.05660377358490565,0
214,2,14,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.14705882352941177,0.9681372549019608,0.821078431372549,408
214,2,14,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.821078431372549,0
214,2,14,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.192,0.792,0.6000000000000001,125
214,2,14,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.6000000000000001,0
214,2,14,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.8145833333333333,0.8958333333333334,0.08125000000000004,480
214,2,14,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.08125000000000004,0
215,2,15,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9386792452830188,0.9937106918238994,0.055031446540880546,636
